Code poste;Nom poste;FONCTION;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste (DD)
CAVAO;CAVAOU;Poste de transformation;EN EXPLOITATION;63kV;4.900463656441237;43.42417685098571;43.42417685098571, 4.900463656441237
CAZAL;CAZALIS;Poste de transformation;EN EXPLOITATION;63kV;-0.3505421156434915;44.332168056795716;44.332168056795716, -0.3505421156434915
CBAUD;CHAMBAUD;Poste de transformation;EN EXPLOITATION;225kV;4.976470652846262;45.00134941898614;45.00134941898614, 4.976470652846262
CHACE;CHACE;Poste de transformation;EN EXPLOITATION;90kV;-0.0601609410986025;47.207859262562316;47.207859262562316, -0.0601609410986025
CHAFA;CHAFAUDS;Poste de transformation;EN EXPLOITATION;90kV;1.680420702846109;47.82993564799403;47.82993564799403, 1.680420702846109
CHAFF;CHAFFARD (LE);Poste de transformation;EN EXPLOITATION;400kV;5.122296204479954;45.66202073093211;45.66202073093211, 5.122296204479954
CHAIN;CHAINGY;Poste de transformation;EN EXPLOITATION;400kV;1.8027956271153376;47.875466028298256;47.875466028298256, 1.8027956271153376
CHAMO;CHAMONIX;Poste de transformation;EN EXPLOITATION;63kV;6.874354326215127;45.920590973674685;45.920590973674685, 6.874354326215127
CHAMP;CHAMP;Poste de transformation;EN EXPLOITATION;63kV;5.72229458058089;45.0750638288063;45.0750638288063, 5.72229458058089
CHAP5;CHAPELLE (LA) (AUX NAUX);Poste de transformation;EN EXPLOITATION;90kV;0.40449757227872296;47.304009651342;47.304009651342, 0.40449757227872296
CHAST;CHASTANG (LE);Poste de transformation;EN EXPLOITATION;225kV;2.0088486827854872;45.15098910791119;45.15098910791119, 2.0088486827854872
CHAT8;CHATAIGNIERS (LES);Poste de transformation;EN EXPLOITATION;150kV;7.281094772148745;44.04363128979453;44.04363128979453, 7.281094772148745
CHED5;CHEDDE (S.N.C.F.);Poste de transformation;EN EXPLOITATION;45kV;6.720626332152409;45.92634497653477;45.92634497653477, 6.720626332152409
CHEV5;CHEVIRE;Poste de transformation;EN EXPLOITATION;225kV;-1.6081614313852741;47.187760549014136;47.187760549014136, -1.6081614313852741
CHEV6;CHEVAIN;Poste de transformation;EN EXPLOITATION;90kV;0.13766696818213822;48.42046084577376;48.42046084577376, 0.13766696818213822
CHEVR;CHEVRIL (LE);Poste de transformation;EN EXPLOITATION;63kV;6.933642240709222;45.49593173306757;45.49593173306757, 6.933642240709222
CHEY6;CHEYLAS (LE);Poste de transformation;EN EXPLOITATION;400kV;6.001547072660285;45.38461206900286;45.38461206900286, 6.001547072660285
CHOC5;CHOCQUET;Poste de transformation;EN EXPLOITATION;90kV;2.220092155929876;50.70583109599474;50.70583109599474, 2.220092155929876
CHOLO;CHOLOY;Poste de transformation;EN EXPLOITATION;63kV;5.827491945091818;48.66367030413385;48.66367030413385, 5.827491945091818
CHOUY;CHOUY;Poste de transformation;EN EXPLOITATION;63kV;3.245914565991711;49.20366021131302;49.20366021131302, 3.245914565991711
CIREY;CIREY (-SUR-VEZOUZE);Poste de transformation;EN EXPLOITATION;63kV;6.948471005990268;48.572049940572334;48.572049940572334, 6.948471005990268
CLAIR;CLAIREFONTAINE;Poste de transformation;EN EXPLOITATION;63kV;6.875064711402376;48.372137966921585;48.372137966921585, 6.875064711402376
CLAME;CLAMECY;Poste de transformation;EN EXPLOITATION;63kV;3.508719069151633;47.45192810533821;47.45192810533821, 3.508719069151633
CLAVA;CLAVAUX (LES);Poste de transformation;EN EXPLOITATION;63kV;5.888836558490568;45.079466201633004;45.079466201633004, 5.888836558490568
CLOCH;CLOCHETTE (LA);Poste de transformation;EN EXPLOITATION;225kV;3.0964399579006336;50.37293153051142;50.37293153051142, 3.0964399579006336
CLONA;CLONAS;Poste de transformation;EN EXPLOITATION;63kV;4.770039520042798;45.428876199166204;45.428876199166204, 4.770039520042798
CLUS5;CLUSE (LA);Poste de transformation;EN EXPLOITATION;63kV;5.568175121411985;46.174493781583884;46.174493781583884, 5.568175121411985
COIND;COINDRE;Poste de transformation;EN EXPLOITATION;90kV;2.666927713911223;45.353248105649506;45.353248105649506, 2.666927713911223
COL.O;COLMAR-OUEST;Poste de transformation;EN EXPLOITATION;63kV;7.3369347396874485;48.0818442777533;48.0818442777533, 7.3369347396874485
COLUM;COLUMEAUX (LES);Poste de transformation;EN EXPLOITATION;90kV;2.7823573037717266;48.109864515941496;48.109864515941496, 2.7823573037717266
COMBE;COMBETTE;Poste de transformation;EN EXPLOITATION;63kV;4.63426481872607;44.31662601279206;44.31662601279206, 4.63426481872607
COMBO;COMBOURG;Poste de transformation;EN EXPLOITATION;90kV;-1.7207148942430615;48.42011852218767;48.42011852218767, -1.7207148942430615
COMMU;COMMUNE;Poste de transformation;EN EXPLOITATION;225kV;4.490010994245117;46.9151345446128;46.9151345446128, 4.490010994245117
COMTA;COMTAT;Poste de transformation;EN EXPLOITATION;63kV;4.980848537724775;44.06310145550878;44.06310145550878, 4.980848537724775
CONFL;CONFLANS;Poste de transformation;EN EXPLOITATION;63kV;6.210276312567221;47.81454829256329;47.81454829256329, 6.210276312567221
CONNE;CONNERRE;Poste de transformation;EN EXPLOITATION;90kV;0.4962259276176664;48.051695732819006;48.051695732819006, 0.4962259276176664
CONTR;CONTRES;Poste de transformation;EN EXPLOITATION;90kV;1.4468272530895288;47.430400496486264;47.430400496486264, 1.4468272530895288
CONVE;CONVENTION;Poste de transformation;EN EXPLOITATION;225kV;2.2959570579532653;48.83777833188682;48.83777833188682, 2.2959570579532653
COQU5;COQUIBUS;Poste de transformation;EN EXPLOITATION;225kV;2.430341674827605;48.61594150371975;48.61594150371975, 2.430341674827605
COQUA;COQUAINVILLIERS;Poste de transformation;EN EXPLOITATION;225kV;0.1955843402140756;49.21108300887101;49.21108300887101, 0.1955843402140756
CORBI;CORBIERE (LA);Poste de transformation;EN EXPLOITATION;225kV;-0.47854116594176277;47.48569805988419;47.48569805988419, -0.47854116594176277
CORIO;CORIOLIS;Poste de transformation;EN EXPLOITATION;225kV;2.3914762320583565;48.83577261855546;48.83577261855546, 2.3914762320583565
CORN6;CORNIMONT;Poste de transformation;EN EXPLOITATION;63kV;6.8153727367162364;47.952424949274125;47.952424949274125, 6.8153727367162364
COUDE;COUDEKERQUE;Poste de transformation;EN EXPLOITATION;90kV;2.3904916323199177;50.99501071330017;50.99501071330017, 2.3904916323199177
COUDO;COUDON (LE);Poste de transformation;EN EXPLOITATION;225kV;5.972614058156855;43.15765180027163;43.15765180027163, 5.972614058156855
COULE;COULEUVRE;Poste de transformation;EN EXPLOITATION;63kV;2.895049256196572;46.67596002513153;46.67596002513153, 2.895049256196572
CRAPO;CRAPONNE;Poste de transformation;EN EXPLOITATION;63kV;4.728651535532756;45.74574049467686;45.74574049467686, 4.728651535532756
CRECH;CRECHES;Poste de transformation;EN EXPLOITATION;63kV;4.791315418123905;46.26102571976267;46.26102571976267, 4.791315418123905
CREDI;CREDIN;Poste de transformation;EN EXPLOITATION;63kV;-2.754658881269007;48.02330354122456;48.02330354122456, -2.754658881269007
CREPI;CREPIEUX;Poste de transformation;EN EXPLOITATION;63kV;4.895566074368065;45.80544033339657;45.80544033339657, 4.895566074368065
CREUS;CREUSOT (LE);Poste de transformation;EN EXPLOITATION;63kV;4.414911349139506;46.80686026867239;46.80686026867239, 4.414911349139506
CRIMO;CRIMOLOIS;Poste de transformation;EN EXPLOITATION;63kV;5.115002293916346;47.28063931734787;47.28063931734787, 5.115002293916346
CRIQU;CRIQUET;Poste de transformation;EN EXPLOITATION;90kV;0.45675836761054045;49.555069978156354;49.555069978156354, 0.45675836761054045
CROIS;CROISSANT (LE);Poste de transformation;EN EXPLOITATION;90kV;0.22319446235963508;49.2192034736723;49.2192034736723, 0.22319446235963508
CROQU;CROQUELOUP;Poste de transformation;EN EXPLOITATION;90kV;-1.0241060901340286;48.12715626815405;48.12715626815405, -1.0241060901340286
CROSN;CROSNE;Poste de transformation;EN EXPLOITATION;63kV;2.4431248378279693;48.723585137467246;48.723585137467246, 2.4431248378279693
CRUAS;CRUAS (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;4.753792353299571;44.64682500383727;44.64682500383727, 4.753792353299571
CRUCH;CRUCHET (LE);Poste de transformation;EN EXPLOITATION;90kV;0.1447967398215984;48.031940729489605;48.031940729489605, 0.1447967398215984
CRUET;CRUET;Poste de transformation;EN EXPLOITATION;63kV;4.997521714017237;46.2275037397213;46.2275037397213, 4.997521714017237
CRUSS;CRUSSOL;Poste de transformation;EN EXPLOITATION;63kV;4.859576800947893;44.934137594575944;44.934137594575944, 4.859576800947893
CSLJA;CASTELJALOUX;Poste de transformation;EN EXPLOITATION;63kV;0.09444001633533429;44.3190661814592;44.3190661814592, 0.09444001633533429
CSLSA;CASTELSARRASIN;Poste de transformation;EN EXPLOITATION;63kV;1.1196966517450289;44.04008445917155;44.04008445917155, 1.1196966517450289
CTAUD;CHATEAUDUN;Poste de transformation;EN EXPLOITATION;90kV;1.3475090456797743;48.06771253095295;48.06771253095295, 1.3475090456797743
CTLUS;CHATELUS;Poste de transformation;EN EXPLOITATION;90kV;1.6162169267365634;46.00107994222519;46.00107994222519, 1.6162169267365634
CUDRA;CUDRAZ;Poste de transformation;EN EXPLOITATION;63kV;6.447011474059772;45.61867507440651;45.61867507440651, 6.447011474059772
CUISE;CUISEAUX;Poste de transformation;EN EXPLOITATION;63kV;5.378523362118272;46.50082648468174;46.50082648468174, 5.378523362118272
CUPER;CUPERLY;Poste de transformation;EN EXPLOITATION;225kV;4.420077643729994;49.053857252666205;49.053857252666205, 4.420077643729994
CUS.P;CUSSET-POSTE;Poste de transformation;EN EXPLOITATION;225kV;4.916233582829517;45.76491547124094;45.76491547124094, 4.916233582829517
CUTRY;CUTRY;Poste de transformation;EN EXPLOITATION;63kV;5.738493631089388;49.494818145099664;49.494818145099664, 5.738493631089388
CXCON;CHAUCONIN;Poste de transformation;EN EXPLOITATION;63kV;2.8633811144067005;48.956776692985436;48.956776692985436, 2.8633811144067005
CXNAY;CHAUNAY;Poste de transformation;EN EXPLOITATION;225kV;1.4488231561608267;48.41403030473722;48.41403030473722, 1.4488231561608267
CXVEN;CHAUVENCY;Poste de transformation;EN EXPLOITATION;63kV;5.294292763014368;49.52551215837769;49.52551215837769, 5.294292763014368
CZCEL;COURCELLES;Poste de transformation;EN EXPLOITATION;225kV;2.3102289762250936;48.87389543051371;48.87389543051371, 2.3102289762250936
CZEGE;COUREGES;Poste de transformation;EN EXPLOITATION;63kV;4.8393889932465095;44.12873175336552;44.12873175336552, 4.8393889932465095
CZNEU;COURNEUVE (LA);Poste de transformation;EN EXPLOITATION;225kV;2.3901002662013906;48.92994974004031;48.92994974004031, 2.3901002662013906
CZRIE;COURRIERES;Poste de transformation;EN EXPLOITATION;225kV;2.93047587669888;50.45010826033466;50.45010826033466, 2.93047587669888
DALST;DALSTEIN;Poste de transformation;EN EXPLOITATION;63kV;6.399795817964259;49.30694792443627;49.30694792443627, 6.399795817964259
DAMBR;DAMBRON;Poste de transformation;EN EXPLOITATION;400kV;1.8559787033915705;48.10657731061657;48.10657731061657, 1.8559787033915705
DAMER;DAMERY;Poste de transformation;EN EXPLOITATION;225kV;3.870796939820851;49.075644231776906;49.075644231776906, 3.870796939820851
DAMPJ;DAMPJOUX;Poste de transformation;EN EXPLOITATION;63kV;6.758480493287184;47.33816472782803;47.33816472782803, 6.758480493287184
DARSE;DARSE;Poste de transformation;EN EXPLOITATION;225kV;4.84781685665402;43.42862200720623;43.42862200720623, 4.84781685665402
DELLE;DELLE;Poste de transformation;EN EXPLOITATION;63kV;6.992768220236575;47.50142970455519;47.50142970455519, 6.992768220236575
DIGOI;DIGOIN;Poste de transformation;EN EXPLOITATION;63kV;4.00366781063482;46.48972323102707;46.48972323102707, 4.00366781063482
DIRIN;DIRINON;Poste de transformation;EN EXPLOITATION;225kV;-4.261770736423793;48.3894964213639;48.3894964213639, -4.261770736423793
DOMPI;DOMPIERRE;Poste de transformation;EN EXPLOITATION;63kV;3.6920226211302123;46.516476938908205;46.516476938908205, 3.6920226211302123
DONZA;DONZAC;Poste de transformation;EN EXPLOITATION;400kV;0.8226552513897148;44.102675266029394;44.102675266029394, 0.8226552513897148
DORE;DORE;Poste de transformation;EN EXPLOITATION;63kV;3.756846148746397;45.37842590348779;45.37842590348779, 3.756846148746397
DORNA;DORNACH;Poste de transformation;EN EXPLOITATION;63kV;7.30040048172526;47.74859655301265;47.74859655301265, 7.30040048172526
DOULO;DOULON;Poste de transformation;EN EXPLOITATION;225kV;-1.4967064187770827;47.22844543306538;47.22844543306538, -1.4967064187770827
DOUV6;DOUVRES;Poste de transformation;EN EXPLOITATION;90kV;-0.39434321356774066;49.277111438093996;49.277111438093996, -0.39434321356774066
DOUVA;DOUVAINE;Poste de transformation;EN EXPLOITATION;63kV;6.305754031255583;46.295669722438376;46.295669722438376, 6.305754031255583
DRANC;DRANCY;Poste de transformation;EN EXPLOITATION;225kV;2.4397671705219617;48.93323646738898;48.93323646738898, 2.4397671705219617
DRUME;DRUMETTAZ;Poste de transformation;EN EXPLOITATION;63kV;5.913004507328153;45.64734915262668;45.64734915262668, 5.913004507328153
DUNIE;DUNIERES;Poste de transformation;EN EXPLOITATION;63kV;4.3369808790016044;45.21516129250376;45.21516129250376, 4.3369808790016044
DURRE;DURRE (LA);Poste de transformation;EN EXPLOITATION;63kV;2.59085334695416;46.386838611233905;46.386838611233905, 2.59085334695416
E.BAI;EVAUX LES BAINS;Poste de transformation;EN EXPLOITATION;63kV;2.478460489399685;46.18497887132137;46.18497887132137, 2.478460489399685
ECOUF;ECOUFLANT;Poste de transformation;EN EXPLOITATION;90kV;-0.5192491496658272;47.50343996977896;47.50343996977896, -0.5192491496658272
ECULL;ECULLY;Poste de transformation;EN EXPLOITATION;HORS TENSION;4.76597000004688;45.788634000033994;45.788634000033994, 4.76597000004688
EDGAR;EDGAR;Poste de transformation;EN EXPLOITATION;90kV;0.5339832223761054;49.492399516332625;49.492399516332625, 0.5339832223761054
EGLAN;EGLANTIER;Poste de transformation;EN EXPLOITATION;63kV;3.295042422083597;48.547744353036045;48.547744353036045, 3.295042422083597
EGUZ5;EGUZON (POSTE CENTRALE);Poste de transformation;EN EXPLOITATION;90kV;1.612271760926831;46.45507595110298;46.45507595110298, 1.612271760926831
ENNER;ENNERY;Poste de transformation;EN EXPLOITATION;63kV;6.229288837145209;49.23200115270429;49.23200115270429, 6.229288837145209
ENTRE;ENTREVAUX;Poste de transformation;EN EXPLOITATION;150kV;6.845444765220088;43.952706368547325;43.952706368547325, 6.845444765220088
EPER5;EPERNON;Poste de transformation;EN EXPLOITATION;90kV;1.685556641089449;48.59185832460507;48.59185832460507, 1.685556641089449
EPIN6;EPINAY;Poste de transformation;EN EXPLOITATION;90kV;-0.968715804497723;48.46219168106129;48.46219168106129, -0.968715804497723
EPINE;EPINETTE;Poste de transformation;EN EXPLOITATION;225kV;3.0450095695093062;50.54324814797226;50.54324814797226, 3.0450095695093062
ESPAL;ESPALUNGUE;Poste de transformation;EN EXPLOITATION;63kV;-0.4161501881069688;42.98140837038542;42.98140837038542, -0.4161501881069688
ESPER;ESPERAZA;Poste de transformation;EN EXPLOITATION;63kV;2.2001862378171166;42.935536636177865;42.935536636177865, 2.2001862378171166
ESPO5;ESPONDEILHAN;Poste de transformation;EN EXPLOITATION;63kV;3.251245123070841;43.44317133517981;43.44317133517981, 3.251245123070841
ESQUE;ESQUERCHIN;Poste de transformation;EN EXPLOITATION;90kV;3.024233856614963;50.36235936047941;50.36235936047941, 3.024233856614963
ESSA5;ESSARTS;Poste de transformation;EN EXPLOITATION;90kV;-1.2457047515864703;46.761222861287905;46.761222861287905, -1.2457047515864703
ESTAQ;ESTAQUE (L);Poste de transformation;EN EXPLOITATION;63kV;5.324658307029944;43.36385020195027;43.36385020195027, 5.324658307029944
ESTR6;ESTREUX;Poste de transformation;EN EXPLOITATION;225kV;3.609584022340625;50.35921447933212;50.35921447933212, 3.609584022340625
ETAI5;ETAIN;Poste de transformation;EN EXPLOITATION;63kV;5.6569600317187945;49.195850463167105;49.195850463167105, 5.6569600317187945
EYGLI;EYGLIERS;Poste de transformation;EN EXPLOITATION;63kV;6.650384358535685;44.67194247780253;44.67194247780253, 6.650384358535685
EYLIE;EYLIE;Poste de transformation;EN EXPLOITATION;63kV;0.9376395276986838;42.84164962947131;42.84164962947131, 0.9376395276986838
F.COM;FONTENAY-LE-COMTE;Poste de transformation;EN EXPLOITATION;90kV;-0.7789663660553173;46.45720549218319;46.45720549218319, -0.7789663660553173
F.IRA;FONT D IRAC;Poste de transformation;EN EXPLOITATION;63kV;4.781142148136306;43.94438184275507;43.94438184275507, 4.781142148136306
FALLO;FALLOU;Poste de transformation;EN EXPLOITATION;63kV;2.2602604346953963;48.93951051799207;48.93951051799207, 2.2602604346953963
FANAU;FANAUDES;Poste de transformation;EN EXPLOITATION;225kV;2.3032768089815985;48.982948289509196;48.982948289509196, 2.3032768089815985
FARG5;FARGES (LES);Poste de transformation;EN EXPLOITATION;63kV;4.552953839653907;45.492466312938596;45.492466312938596, 4.552953839653907
FARRA;FARRADIERE (LA);Poste de transformation;EN EXPLOITATION;225kV;-0.8607638774631537;45.96692364672558;45.96692364672558, -0.8607638774631537
FAUGE;FAUGERES;Poste de transformation;EN EXPLOITATION;63kV;3.1750618256013765;43.55886204672163;43.55886204672163, 3.1750618256013765
FERRA;FERRANDE (LA);Poste de transformation;EN EXPLOITATION;90kV;1.039794686290615;46.63134288547418;46.63134288547418, 1.039794686290615
FESSE;FESSENHEIM (CENTRALE HYDRAULIQUE);Poste de transformation;EN EXPLOITATION;225kV;7.568259640522409;47.91460943405443;47.91460943405443, 7.568259640522409
FEYZ5;FEYZIN (PORTIQUE);Poste de transformation;EN EXPLOITATION;63kV;4.854997947624385;45.68251808947021;45.68251808947021, 4.854997947624385
FINHA;FINHAN;Poste de transformation;EN EXPLOITATION;63kV;1.2436368125040689;43.90725110896696;43.90725110896696, 1.2436368125040689
FISME;FISMES;Poste de transformation;EN EXPLOITATION;63kV;3.690853862294227;49.305751920639715;49.305751920639715, 3.690853862294227
FLEYR;FLEYRIAT;Poste de transformation;EN EXPLOITATION;225kV;5.209496386801708;46.23262334294188;46.23262334294188, 5.209496386801708
FLINS;FLINS;Poste de transformation;EN EXPLOITATION;63kV;1.8556954258659166;48.98363086214673;48.98363086214673, 1.8556954258659166
FLOIN;FLOING;Poste de transformation;EN EXPLOITATION;63kV;4.935795921816665;49.724305029596685;49.724305029596685, 4.935795921816665
FONCL;FONCLARE;Poste de transformation;EN EXPLOITATION;63kV;2.7888843226195283;43.497064918847045;43.497064918847045, 2.7888843226195283
FOUGE;FOUGERES;Poste de transformation;EN EXPLOITATION;90kV;-1.1813047656351479;48.36866194442507;48.36866194442507, -1.1813047656351479
FOUL5;FOULONNIERE;Poste de transformation;EN EXPLOITATION;90kV;1.2113929606538831;49.20010380218807;49.20010380218807, 1.2113929606538831
FOUR5;FOURMIES (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;4.052575449327392;50.022498627558114;50.022498627558114, 4.052575449327392
FOURA;FOURAUDERIE;Poste de transformation;EN EXPLOITATION;90kV;0.5817733661690377;47.7449260260391;47.7449260260391, 0.5817733661690377
FREJO;FREJORGUES;Poste de transformation;EN EXPLOITATION;63kV;3.9385287693010924;43.572533071746285;43.572533071746285, 3.9385287693010924
FRENE;FRENEY;Poste de transformation;EN EXPLOITATION;63kV;6.624697132232254;45.19495790108589;45.19495790108589, 6.624697132232254
FRONT;FRONTIGNAN;Poste de transformation;EN EXPLOITATION;63kV;3.752168961308678;43.43619455537394;43.43619455537394, 3.752168961308678
FROUA;FROUARD;Poste de transformation;EN EXPLOITATION;63kV;6.135750663851839;48.769833739338736;48.769833739338736, 6.135750663851839
FTAI9;FONTAINES (LES) (AUTOMOBILES PEUGEOT A DOMPIERRE);Poste de transformation;EN EXPLOITATION;63kV;3.7034424817821305;46.54324145129945;46.54324145129945, 3.7034424817821305
FTAIN;FONTAINES (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;4.787091473069843;46.837579979115695;46.837579979115695, 4.787091473069843
FTAN;FONTAN;Poste de transformation;EN EXPLOITATION;63kV;7.555557227363461;44.0049179210917;44.0049179210917, 7.555557227363461
FTENI;FONTENILLES;Poste de transformation;EN EXPLOITATION;63kV;1.198633691417575;43.56500517145004;43.56500517145004, 1.198633691417575
G.BAN;GIVORS-BANS;Poste de transformation;EN EXPLOITATION;225kV;4.782298500601132;45.5754963493184;45.5754963493184, 4.782298500601132
G.CAI;GROS-CAILLOU;Poste de transformation;EN EXPLOITATION;225kV;3.339034800382462;50.316954479516035;50.316954479516035, 3.339034800382462
G.COL;GRAND-COLOMBIER;Poste de transformation;EN EXPLOITATION;225kV;2.1607743450574874;51.00055060115427;51.00055060115427, 2.1607743450574874
G.COT;GRISE-COTE;Poste de transformation;EN EXPLOITATION;63kV;6.244170022518948;48.646167877525514;48.646167877525514, 6.244170022518948
G.LUS;GAY-LUSSAC;Poste de transformation;EN EXPLOITATION;63kV;7.330450105256848;47.74230377244369;47.74230377244369, 7.330450105256848
GAILL;GAILLAC;Poste de transformation;EN EXPLOITATION;63kV;1.885683557239627;43.903146981324355;43.903146981324355, 1.885683557239627
GALEJ;GALEJON;Poste de transformation;EN EXPLOITATION;63kV;4.850653239445695;43.429033258595496;43.429033258595496, 4.850653239445695
GAMBE;GAMBETTA;Poste de transformation;EN EXPLOITATION;225kV;2.3992778376367565;48.86790756440912;48.86790756440912, 2.3992778376367565
GAMPA;GAMPALOUP;Poste de transformation;EN EXPLOITATION;225kV;4.83340633058501;45.335256422095846;45.335256422095846, 4.83340633058501
GARD7;GARDE (LA);Poste de transformation;EN EXPLOITATION;225kV;6.020252847773551;43.141087886930876;43.141087886930876, 6.020252847773551
GARDA;GARDANNE;Poste de transformation;EN EXPLOITATION;63kV;5.468392496306232;43.463654019438586;43.463654019438586, 5.468392496306232
GARE5;GARENNE (LA);Poste de transformation;EN EXPLOITATION;63kV;0.8830014381650293;44.11392588270083;44.11392588270083, 0.8830014381650293
GARIB;GARIBALDI;Poste de transformation;EN EXPLOITATION;225kV;2.3044011237496234;48.84767812499702;48.84767812499702, 2.3044011237496234
GATI5;GATINAIS;Poste de transformation;EN EXPLOITATION;400kV;2.3848430410185424;48.088840384156526;48.088840384156526, 2.3848430410185424
GAUCH;GAUCHET (LE);Poste de transformation;EN EXPLOITATION;90kV;1.495546816990436;45.23831169475293;45.23831169475293, 1.495546816990436
GAVOT;GAVOTTE (LA);Poste de transformation;EN EXPLOITATION;63kV;5.349678164432821;43.38209256015186;43.38209256015186, 5.349678164432821
GAZ;GAZ;Poste de transformation;EN EXPLOITATION;63kV;3.1728420290670836;49.05446773767441;49.05446773767441, 3.1728420290670836
GEDRE;GEDRE;Poste de transformation;EN EXPLOITATION;63kV;0.0185227443753087;42.78542054446513;42.78542054446513, 0.0185227443753087
GELLA;GELLAINVILLE;Poste de transformation;EN EXPLOITATION;90kV;1.5248974948305714;48.42843809877165;48.42843809877165, 1.5248974948305714
GENAS;GENAS;Poste de transformation;EN EXPLOITATION;63kV;4.989834222562593;45.715695725140364;45.715695725140364, 4.989834222562593
GENEV;GENEVRAIE (LA);Poste de transformation;EN EXPLOITATION;90kV;2.0329018746084313;47.01127205637061;47.01127205637061, 2.0329018746084313
GENIS;GENISSIAT;Poste de transformation;EN EXPLOITATION;225kV;5.811275687149031;46.05147769608415;46.05147769608415, 5.811275687149031
GERAR;GERARDMER;Poste de transformation;EN EXPLOITATION;63kV;6.89165374012811;48.08505888249334;48.08505888249334, 6.89165374012811
GEVRE;GEVREY;Poste de transformation;EN EXPLOITATION;63kV;4.995691774643321;47.22205654778142;47.22205654778142, 4.995691774643321
GHISO;GHISONACCIA;Poste de transformation;EN EXPLOITATION;HORS TENSION;2.3065750004688663;48.94640100042989;48.94640100042989, 2.3065750004688663
GIGNA;GIGNAC;Poste de transformation;EN EXPLOITATION;63kV;1.4814022131916027;45.01686144675574;45.01686144675574, 1.4814022131916027
GINES;GINESTOUS;Poste de transformation;EN EXPLOITATION;225kV;1.4116364038781033;43.657858111467846;43.657858111467846, 1.4116364038781033
GIROT;GIROTTE (LA);Poste de transformation;EN EXPLOITATION;45kV;6.654809479215856;45.75567807891379;45.75567807891379, 6.654809479215856
GLAIR;GLAIRE (LA);Poste de transformation;EN EXPLOITATION;63kV;0.0919116994430045;42.86469493674444;42.86469493674444, 0.0919116994430045
GODI5;GODINIERE (LA);Poste de transformation;EN EXPLOITATION;90kV;0.6333079759143416;47.19887680291488;47.19887680291488, 0.6333079759143416
GOETZ;GOETZENBRUCK;Poste de transformation;EN EXPLOITATION;63kV;7.3695131827547335;48.974877035679164;48.974877035679164, 7.3695131827547335
GOLF5;GOLFECH (NUCLEAIRE);Poste de transformation;EN EXPLOITATION;400kV;0.8432961242464145;44.106508048199366;44.106508048199366, 0.8432961242464145
GOLFE;GOLFECH (HYDRAULIQUE);Poste de transformation;EN EXPLOITATION;63kV;0.8573987783861674;44.11144485852431;44.11144485852431, 0.8573987783861674
GOLIN;GOLINHAC;Poste de transformation;EN EXPLOITATION;225kV;2.6045267047348273;44.60545743348944;44.60545743348944, 2.6045267047348273
GONCO;GONCOURT;Poste de transformation;EN EXPLOITATION;63kV;5.6157181947316595;48.23863709603232;48.23863709603232, 5.6157181947316595
GORRE;GORRE (SMURFIT KAPPA);Poste de transformation;EN EXPLOITATION;90kV;0.8125374175450816;45.87250752013779;45.87250752013779, 0.8125374175450816
GOUR6;GOURDON (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;1.3886262095328659;44.74438726715488;44.74438726715488, 1.3886262095328659
GOURI;GOURIN;Poste de transformation;EN EXPLOITATION;63kV;-3.636351667551403;48.13200931903058;48.13200931903058, -3.636351667551403
GOUZO;GOUZON;Poste de transformation;EN EXPLOITATION;63kV;2.24101962908744;46.18559576150131;46.18559576150131, 2.24101962908744
GRAN7;GRANDPUITS;Poste de transformation;EN EXPLOITATION;63kV;2.943236983961336;48.58621001221027;48.58621001221027, 2.943236983961336
GRANG;GRANGE (LA);Poste de transformation;EN EXPLOITATION;63kV;4.908724058059039;46.58926514278257;46.58926514278257, 4.908724058059039
GREPI;GREPILLES;Poste de transformation;EN EXPLOITATION;400kV;4.117520593234501;46.08248223875505;46.08248223875505, 4.117520593234501
GRIPO;GRIPOY;Poste de transformation;EN EXPLOITATION;90kV;2.760136599291034;47.955201218853404;47.955201218853404, 2.760136599291034
GRIPP;GRIPP;Poste de transformation;EN EXPLOITATION;63kV;0.21739852678401453;42.941338103307835;42.941338103307835, 0.21739852678401453
GUARB;GUARBECQUE;Poste de transformation;EN EXPLOITATION;225kV;2.5040430184311187;50.61928492351658;50.61928492351658, 2.5040430184311187
GUEU5;GUEUGNON (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;4.0678560068412315;46.603982749529386;46.603982749529386, 4.0678560068412315
GUITA;GUITAYNE;Poste de transformation;EN EXPLOITATION;63kV;-0.6677990779267636;44.76259255649601;44.76259255649601, -0.6677990779267636
GUTEN;GUTEMBERG;Poste de transformation;EN EXPLOITATION;HORS TENSION;2.2037833608999753;48.905606447980894;48.905606447980894, 2.2037833608999753
GY;GY;Poste de transformation;EN EXPLOITATION;63kV;5.79358498165827;47.38812588630505;47.38812588630505, 5.79358498165827
H.CLO;HAUT-CLOS;Poste de transformation;EN EXPLOITATION;63kV;4.068853585088621;48.27486660270932;48.27486660270932, 4.068853585088621
H.JAC;HAYANGE-ST-JACQUES;Poste de transformation;EN EXPLOITATION;63kV;6.053290936901665;49.336407059025696;49.336407059025696, 6.053290936901665
